text,label
furniture premium 2 seater aluminium bench right arm itemno19276n w144 kgs,36
burner cap trz parts for gas hob,32
unit sole pu soles art 70495 col dk brownblack no size spruzzo metrial use for footwear126prs,26
herit xkss pologm m50jbpm050gmd,10
footwear460018016013tanl1705a11,19
sofa set gl10932 bv750bn02s2seatermade of leather country woodnw 70kgs,37
aw5192 brand adidas cloudfoam nightball cblkntgreyshoes covering ankle outer sole rubber upper synthetic,18
damar batu 400 cartons ,0
filtro carbone 1120157243,41
visitor sofa single seater wa7sn 887575 stellar particle board 395 kgs,34
damarbatu dust,0
round knob bright black with index  knobs for gas cookers  14884 pcs per pcs 018900 eur,32
boys tshirt stroke  1887n  color grey mix  api,13
10 pcs spreader of auxiliary burner 5380157129 spare parts for gas hob,32
spreader alu sr defendi part of hobs 1500 num,32
bed head board  bed room 3 furnitureteak wood aseanindia co no0041211smr2016 dt02062016,41
bm7 kids shoes,20
ladies bellyshoes unpopular brand mrp affixed rs 1299,22
magazine pouch pntba aircraft seat part,38
part of modular furniture part of linear workstation type 2 transit systembms room system proposed transit,46
office furniture  slmpbbop0001 wooden modesty panel bracket pair as per invoice,42
unit soles xl spokane d al 40 al 46 al 36 al 36 234 pairsmaterial use for footwear industry,27
off furniture new showcase props 106x04x0138m overseas 7 handset stands nt wt209300 kgs made of mdf  gla,45
3s sofa model no 2709  frame mix woodplywood fillerfoamand fiber upholestryleatherpvc,34
furniture  comp abacus living vetrovern glass composition wall unit made of wooden  glass wt 270 kgs,45
 office table pboard 650 kg,45
sapphire butter cookies 400gm x 12 tins 950 ctn aifta cert no pp2016al21002497 dt04102016,1
plastic cap p2306001000 cat 1116 ldpe natural vpdg9h19e778ca  60000 pcs,6
dresser with mirror mdf d6583f  size 1050x380x1650,41
centre table set modeltimorv2060 code norj4500xrfin ms  marble topctst250 kgs,41
coaster set 10pcs made of bamboo  furniture  actual user   net wt 01 kgs ,44
2935926et4 screw cap 40 ob flaxen apbk4342 qty 1000 pcsunit price 301 thb parts for car seat assembly,38
00167520 womens knitted 96 rayon 4 spandex  elastane top forever21 brand,12
article noaddamission1 sample,19
dining chair mnodc604  made of wooden finish with pu cushion seat,42
table hy2003 rattan 55 kgs,44
818099400 nike air zoom vomero 11 mens mens tech running sizes713 footwear,23
trekking iniezione ud s222 319510j tag 3944 58 textile 42 leather shoes with rubber soles,21
stool book wooden ware6 pcsasean noiai20160021773 dt17062016,35
orhtopedic footwearannie black 6 12 wide,20
san003a1a1a andrea sofa 03 seater 201 setaer 4isfta co nocoisfta1610376 dt09112016,35
pillow 11 kgs,47
ignition electrode dl2l600 parts for gas cooker 1000 pcs,32
small centre table,42
shoe lace  laces textile  size 95 cm 360 prs,26
baby dining chairtable  rattan ,44
sofa sets3301 3tt2 color half leather 661 remark with4 rollers,34
rubber toplift heels11443 prs,26
coffee table 628 size1006039 mdfglass,42
women knitted pullover 75 viscose 25 polyamide,15
unit soles 520 prs for use in mfr of shoes,27
legacy coffee table model no yg 808  rubber wood ,42
504464 nespressocfeecapslsintnsoassorted foodstuffsfor duty free shop90 num5 ctn,3
man canvas shoes,19
glass 2 br spare glass for gas stoveunbranded  unpopular brand,32
biscuit light treat cream cracker special 200g x 12pcks 100 ctn aifta cert nopk2016ai21000392 dt20072016,1
slippers uppers  parts of footwear  article no  el05 20700 pairs,26
wall panel artificial stone 5 smt,29
50 viscose 50 acrylic knitted one piece garment 3003150433 for womens brand next,16
swing wt  315 kgs ironpe ,39
yepme maroon mojarisreturn after photoshootexpundrdhl couirer vd awbno5260389750,19
c242 chairt435  dining set16woodfabricsponge,41
t929302d costumes knitted childs 100 polyester marks and spencer brand,16
plastic sole leather shoes 1001059807 for womens brand next,22
insole  full insole for footwear without stamp col beige for use in leather footwear,26
sandal upper decoration shoe and sandal accessoriesunbraned,26
gm2172xl rp2 sum gloves bluewhite 2xl,7
1509220 cardigan 70 viscose 30 nylon 0 k n i t t e d trno1508ct635 to 636 dt13082015,15
insoles for footwear salo arnedry 680 prs each 1600 eur,26
sofathree seater pumssponge 250 kgs,35
food court general dining table dia1100750,44
100 cotton woven shirt 3002665190for womenbrand  next,11
rattan outdoor swing net wt 18 kgs,44
mens shoes brand  lee cooper art no  lc3604,25
aero guys tshirts  with collar 100 cotton knitted styleno8216af16brandaeropostale,10
7a57043 stackable rattan basket rectangular s basket rattan muji brand,9
ladies half shoes,24
hb4068 hanging bins 395x635x335 with lid blue,43
sl0046barker black soles 7x158x309x3010x3011x2012x20for shoes material145 pairs,26
foam cup  rclhdv2385 201512384s rclhdv3037a30071137 904507998916 0004 20 pairs,6
unit soles  c561s16  unit soles   made out of rubberethyl vinyl acetate  size 355  901 prs,26
kids slipper item no13588g1 size 3035 pvc slipper,22
footwearother than sport shoes mens shoes 2b rsp item art no208832536789l made of leather,25
furnituresofa ds011 be made of pu net weight 7080 kgs,34
95 polyester 5 elastane knitted blouse 3004780391 for womensbrand next,12
eva baby sandal size 1823  unbranded,19
x3 pmeolbrktnh complete componentsmodular components knock down furnituresmade of metal,41
sofiaawomensfootwearcommission invoice no1002130001772a dt31072016compositionpubrandsteve madden,24
v1594573000 base uw45 h755 d595 pullout finner fittinggroove,46
eden waprolace armchair lf 95 as per inv,44
lounge chair mnob277  made of fabric finish with castors,42
decoration item furniture ub approx nt wt 514 kgspcs made of resinmdf wo decoratives wo ornaments,41
beauty bed item no 9815  saloon furniture ,41
bedroom furniture ref no 2401756 dl001901,41
wl574exb womensq116 expeditionlifestyle shoes footwear brand new balance,22
girls canvas shoes,19
gum copal pws  golden yellow colour  318bags0070725sby2016,0
damar batu calcutta grade,0
wall unit model harrods 6678 code nowelstarrj6600xrin mdf 450 kgs,41
trp outsole model no 27242718 color black brown actual user,26
footbed c456a new blue comfort gel footbed  fk606 material use for footwear 1596 prs,26
25911010 l e a t h e r ankle boot article for woman of comp  100goat leather brand  zara rs packing wmrp st,21
522961 doritos sweet chilli peper assorted foods for duty free shop 60 numsnacks 3 ctn,2
shoe rackmodel noc0055nt wt18kgsmdfiron,39
atlantico biancotela rosa da 20 atlantico sunl whiterosafabr 20f pcs,43
da vinchi 2 seater f l sofa 170x95x87 cm made of bovine leather pine plywood 4048 40 ch 96 split,42
bottle holder rattan bluedade made of bamboo  furniture actual user   net wt 02 kgs ,44
volcanic stone table tops 40cm diameter olive design  qty  1 pcs ,29
stone decoration river stone,29
3637124 strip for frame composition of 75 thermocol  25 polysterene recycle material,5
furniture metal chair 460x480x940mm mild steel epoxy indooruse only colour red codeps650,40
s78960 brand adidas zx flux smooth slip on wsport shoesoutersolerubberuppertextileaiftavnin 160200561,23
unitsoles1129 prs,26
63070288 mango woman sport shoe 90 leather 10 polyurethane,22
95 cotton 5 elastane knitted shirt 2001433375 for womens brand next,10
fc wholemeal crackers 12 x 150g savoury and salted crackersbakery products 25 cases,2
traveling pillow,47
1 seater recliner sofa sets ntwt 48000 kgs material fabric item code it00054992 color 1892 chocolate,34
side table at371 size 600600450h,42
pkbl003 livan knock down bed 198cm x 152cm,41
918857 coffee sfe in 10  ncv sample for r  d use only,3
silver chain1000 pcs silver mr8 chain 18 with 55mm spring lock  quality tag with rhodium,31
furniture 18m bed made of mdf nt wt 155 kgs,41
mens linen shirt 76 cotton 24 linen,10
louncher sofa setwooden furniture,35
front seat kdgx7312574ba8sbk for motor vehicle captive consumption,33
natuzzi coffee table accent base in metal and top in white travertine stone 48x57xh50cm 1 nos,40
rattan wood basket 25 pkgs  25 pcs aifta certno0006533dps2016 dated  14032016,9
interact  dsk set 4 blue com arm mrprs 4802953 seats with metal frame upholstered 4 seats a set all seats,36
vase a06 set of 3  rattan ,44
children shoes footwear ktg217 colour bluefuchsia,22
bedroom  living room furniture wooden frame picture h1000x1000 printed stampa quadri19,41
set for shoes 100cow leather m1 bsl c 1182 r11 55791 color pink 008 qty28 set set of 2 panel dim 2 panel23x19c,26
pillow slip 450450,47
9654217vm000l  teetextured stripe layergrybl  for retail sale,14
chair puhardware,41
pullover fem knit co50pl50,14
industrial laboratory furniture underbench unit 600x496x818 1 door r pos 123,42
wooden round tables 12001350,41
storage box mdfpu 2 kgs,41
679401 polo shirt 90 modal 5 polyester 5 polyurethane kn i t t e d tr no1508ct617 to 618 dt11082015,11
furniture shell compact 0180130014573331035040 code cs3357,45
kjie131bi imperia left night stand whitewooden furniture,41
girls pu sandal,25
t09 2213m gloves 100leather marks and spencer brand,7
wl999mmb women shoes,22
modular furniture internal closing for double horizontale groove bianco 101m,41
desk item weight 60 kgs,41
unit soles made out of thermo plastic rubber  size 21258860 prs,26
aluminium mono gas tap fcooker lpg gas stove parts captive consumption,32
restaurant table with stone table top,42
silver chains  findings 250 pcs silver 6508 fine rope split chain 18 with 55mm spring lock  tag,31
metal bar for back side worktop support cstcn18101meg101 furniture,40
modular furniture  concealed support for shelves as per inv,41
trm cvr 2rsb 40 kc beige rhautomobile car seat parts,38
bdftus180cht tuscany countertop shelf 1800 cht,41
arm chair wooden mdf fabric 800840850h net wt28 kgs,35
sgc00311 grace sofaisfta cert nocoisfta165195 dt14062016,35
100 polyester knitted one piece 2001314014 for womens brand next,16
plastic sole leather shoes 1001059194 for womens brand next,22
arianne love module a93legsfeet3 cmsofamade of metalleather,37
plastic shoes brand yimeijia,25
sc305sff20054 card wired up seating fabric for furniture  display purpose,45
boots raptor rs,20
ba3l1msc22m060 65 70 75 80 85 90 95 100 105 110 loafer men shoes  100 upper leather,22
womens footwear ilicia 57x brand qupid,22
kd front seat lh kdgj3212575da8qnn for motor vehicle captive consumption,33
style no bl6024 womens footwear leather upper rubber outer sole covering the ankle columbia brand,21
flower vase  white marble amphora ,41
83 polyester 15 viscose 2 elastane knitted blouse 3002246138 for womens brand next,12
pvc bathroom cabinet  60 cm ,43
bushpno 82290tg11t010220000 automotive seat parts for car  captive use,38
ordinery furniture top panel of return cabinet nwaprx 23kgspcs mo puveneer wo ornamentsub,41
fila brand casual shoes farli walk plus 4 colour lt gry,23
upper footwear art no alb 2colourgreen categoryladiesbrandbawaparts of shoes,26
5108102 shoes 100 mestizo leather  man leather rsp item meant for retail sale,22
430867  intl trip ginseng vcap 00180 cap case pack 012 nutrition supplements,4
gm2052xl rp3 sum short gloves blackwhite 2xl,7
vase a01  rattan ,44
garden table wood,42
plastic upper  sole men shoes 1001193477 brand next,21
pjma0020 monaco 2d sliding wardrobe velvet birch high glosswooden furniture,41
xxw0zz0q990shas003 womens shoes  upper leather,22
slippers uppers article nojt09 qty 360 prs,26
seat assyfrtrh pn7400335040ccz automotive vehicleseats,33
sofa model no ahs106 total net weight 4900 kgs,42
pu ladies belly assorted ub,25
household furniture high back chair ssfabric 3000 kgs,41
jineiro plus 3 seater sofa fabric synthetic leather black mrprs 38371 grwt 377600 kgs pine wood slab sto,34
coffee table t34woodglasssc,42
bathroom slipper footwear,22
0693421 sweater 68 viscose 29 acrylic 3 elastane man knitted rsp item meant for retail sale,15
bed set bed  wardrobe  side table,42
ste00311 thessa sofa setisfta cert nocoisfta164037 dt09052016,35
bd1188 brand reebok zprint train rosemaroonpinkgre training footwear sport shoes outer sole rubber upper textile,23
basket a 43rattan,9
mens shoes made of synthetic article noxbmtp5201 color brown,18
furniture armchair upholstered rattan dim 79x97x65 cmgrwt 60 kgs,44
130190  boulder coffee table color natural made up suar wood home decorate,42
i00039263 fiji holding basket rattan ware vnin160102099,9
plastic sole leather shoe 1000943579 for womens brandnext,22
foam cup  rclhdv2385 201512384s rclhsc309330084922 504508065440 000424 pairs,6
63060171 mango woman sweater knitted 65 polyester35 cotton mango brand01530615166884 dt141015,15
40402405aw turtle lounge bucket seat 1876 bucket black leather seat leather mb leather 1 base matt polished alu,36
polyurethane black shoes style lr152102fa north for womens brand london rebel,19
burner cap 00613121 spares parts for gas hob,32
bike handguard protector,7
item code h3834 baby girls slipper  textile uppers lining  soles  sewn brand mothercare,24
sweet biscuits x mcv hob nobs carton 24x300g mrp per pcs141850 cases mcvities brand,1
office table model noy040180,42
ladies footwear  460018060019coralhts codechic10a,19
frame  seat lr026759,38
40145new engl 16ss new englandgreycyan 145tg40 canvas shoes,23
sports goods specially designed for highspeed motorbike competitive events 6016000643 glove gpx 55 lite redyel leu9,7
kids pvc slipper mod xl215s1y unbranded,17
knobcooking area 00621279 parts for gas hob,32
4873240 k n i t t e d tops and others article for woman of comp  100polyester brandzara cooturqua,16
world chair modelw12wn01rm13201603160447office furniture4 pcs,39
kbfe03 feori bed 200cm x 154cmisfta conocoisfta168703 dt21092016,41
office sofa ss1010a27s005 spongewood single seater,41
insoles  size  2735  311 prs,26
wardrobe furniture sipario sliding module base buroak int made of mdf board  hardware order no 503508417 p,41
svs00311 venus sofa setisfta cert nocoisfta165346 dt17062016,35
office chair white with chrome base,37
mrt580jk men shoes,22
sofa set ub furniture apprx nw 200 kgsset mo wood and pu wo decoartion and ornaments,41
skr00311 kristina sofaisfta conocoisfta161844 dt26022016,35
tv unit ca15002 made up wood unbranded net wt18000 kgs,42
valve spare parts of gas stove,32
bangkirai sawn sizes sawn timber aifta refno0103266sby2016 dt18102016srlnoaidae2026nwt4027370kgs,8
wardrobe furnitureubik back panel h2590x619aubs84vesp01,41
dinner chair pu leather  woodn mdf structure 600610725 net wt 2064 kgs,42
rattan basket fruit basket not for sale for persoanl use only,9
ab wire a r fr back  car seat parts for captive consumption,38
npuzzle armrest pillown8410683made of leatherwood,47
lighting equipments  parts  sexpfxrs fixture wire repair kit silver,48
